repo_url,pr_url,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords
https://api.github.com/repos/NEARBuilders/gateway,https://github.com/NEARBuilders/gateway/pull/478,playwright-tests/tests/activity.spec.js;playwright-tests/tests/landing-page.spec.js;playwright-tests/tests/project.spec.js,flaky test,describe(;test(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25786,test/e2e/run-e2e-test.js;test/e2e/tests/network/add-custom-network.spec.js,flaky test,it(,promise;async
https://api.github.com/repos/DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4513,integration-tests/vitest/vitest.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25854,test/e2e/tests/tokens/nft/erc721-interaction.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25774,test/e2e/vault-decryption-chrome.spec.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4504,integration-tests/ci-visibility/playwright-tests-automatic-retry/automatic-retry-test.js;integration-tests/playwright/playwright.spec.js,flaky test,describe(;test(,async
https://api.github.com/repos/parse-community/parse-server,https://github.com/parse-community/parse-server/pull/9235,spec/ParseServerRESTController.spec.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26082,test/e2e/flask/btc/btc-account-overview.spec.ts;test/e2e/flask/btc/btc-dapp-connection.spec.ts;test/e2e/flask/btc/create-btc-account.spec.ts,flaky test,describe(;it(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25945,test/e2e/tests/metrics/delete-metametrics-data.spec.ts,race condition,describe(;it(,async
https://api.github.com/repos/sveltejs/kit,https://github.com/sveltejs/kit/pull/12487,packages/kit/test/apps/basics/test/client.test.js,flaky test,describe(;it(;test(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26062,test/e2e/accounts/account-custom-name.spec.ts,flaky test,describe(;it(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26039,test/e2e/accounts/create-snap-account.spec.ts,race condition,describe(;it(,async
https://api.github.com/repos/sveltejs/kit,https://github.com/sveltejs/kit/pull/12493,packages/kit/test/apps/basics/test/test.js,flaky test,describe(;test(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26049,ui/pages/onboarding-flow/welcome/welcome.test.js,race condition;flaky test,describe(;it(,async
https://api.github.com/repos/sveltejs/kit,https://github.com/sveltejs/kit/pull/12488,packages/kit/test/apps/basics/test/cross-platform/client.test.js,flaky test,describe(;test(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/25997,test/e2e/vault-decryption-chrome.spec.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4530,integration-tests/jest/jest.spec.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26111,test/e2e/tests/settings/4byte-directory.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/mozilla/fxa,https://github.com/mozilla/fxa/pull/17310,packages/fxa-admin-server/src/backend/profile-client.service.spec.ts;packages/fxa-admin-server/src/gql/account/account.resolver.spec.ts;packages/fxa-auth-server/test/local/routes/account.js;packages/fxa-auth-server/test/local/routes/subscriptions/stripe.js;packages/fxa-auth-server/test/local/routes/totp.js;packages/fxa-graphql-api/src/gql/account.resolver.spec.ts,race condition,describe(;it(,async
https://api.github.com/repos/maizzle/framework,https://github.com/maizzle/framework/pull/1325,test/server.test.js,race condition,it(;test(,async
https://api.github.com/repos/openedx/frontend-app-authoring,https://github.com/openedx/frontend-app-authoring/pull/1193,src/library-authoring/LibraryAuthoringPage.test.tsx,flaky test,describe(;it(,promise;async
https://api.github.com/repos/holepunchto/hyperswarm-secret-stream,https://github.com/holepunchto/hyperswarm-secret-stream/pull/36,test.js,race condition,it(;test(,promise;async
https://api.github.com/repos/FlowFuse/flowfuse,https://github.com/FlowFuse/flowfuse/pull/4260,test/unit/forge/routes/api/team_spec.js,race condition,describe(;it(,async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/68494,test/integration/edge-runtime-module-errors/test/module-imports.test.js,race condition,describe(;it(,async
https://api.github.com/repos/punitdiwan/school-scoop-supa-test,https://github.com/punitdiwan/school-scoop-supa-test/pull/65,tests/Transport.spec.js;tests/test.spec.js,flaky test,describe(;test(,async
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64244,test/e2e/specs/site-editor/dataviews-list-layout-keyboard.spec.js,flaky test,describe(;test(,promise;async
https://api.github.com/repos/openlayers/openlayers,https://github.com/openlayers/openlayers/pull/16056,test/browser/spec/ol/webgl/styleparser.test.js,flaky test,describe(;it(,async
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64205,packages/components/src/alignment-matrix-control/test/index.tsx;packages/components/src/circular-option-picker/test/index.tsx;packages/components/src/composite/legacy/test/index.tsx;packages/components/src/custom-select-control-v2/test/index.tsx;packages/components/src/custom-select-control/test/index.tsx;packages/components/src/dropdown-menu-v2/test/index.tsx;packages/components/src/tab-panel/test/index.tsx;packages/components/src/tabs/test/index.tsx;packages/components/src/toggle-group-control/test/index.tsx;packages/components/src/tooltip/test/index.tsx,flaky test,describe(;it(,async
https://api.github.com/repos/aziontech/azion-console-kit,https://github.com/aziontech/azion-console-kit/pull/1574,src/tests/services/billing-services/load-your-service-plan-service.test.js,flaky test,describe(;it(,async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/68674,test/integration/jsconfig-baseurl/test/index.test.js;test/integration/jsconfig-paths/test/index.test.js;test/integration/link-ref/test/index.test.js;test/integration/preload-viewport/test/index.test.js,flaky test,describe(;it(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26449,test/e2e/snaps/test-snap-jsx.spec.js;test/e2e/snaps/test-snap-siginsights.spec.js;test/e2e/tests/api-usage/account-tracker-api-usage.spec.ts;test/e2e/tests/bridge/bridge-button-opens-portfolio.spec.ts;test/e2e/tests/bridge/bridge-button-routing.spec.ts;test/e2e/tests/confirmations/signatures/permit.spec.ts;test/e2e/tests/request-queuing/ui.spec.js;test/e2e/tests/simulation-details/simulation-details.spec.ts;test/e2e/tests/swap-send/swap-send-erc20.spec.ts;test/e2e/tests/swap-send/swap-send-eth.spec.ts,race condition,describe(;it(,async
https://api.github.com/repos/CesiumGS/cesium,https://github.com/CesiumGS/cesium/pull/12129,packages/engine/Specs/Renderer/CubeMapSpec.js;packages/engine/Specs/Scene/Cesium3DTilesetSpec.js,race condition,describe(;it(,promise
https://api.github.com/repos/adobe/spacecat-shared,https://github.com/adobe/spacecat-shared/pull/335,packages/spacecat-shared-data-access/test/it/db.test.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/appknox/irene,https://github.com/appknox/irene/pull/1437,tests/acceptance/organization/service-account-test.js;tests/acceptance/security/project-search-list-test.js,flaky test,it(;test(,async
https://api.github.com/repos/Hylozoic/hylo-evo,https://github.com/Hylozoic/hylo-evo/pull/1686,src/routes/NonAuthLayoutRouter/Signup/FinishRegistration/FinishRegistration.test.js,race condition,it(;test(,async
https://api.github.com/repos/maxtsh/leovegas_movieland,https://github.com/maxtsh/leovegas_movieland/pull/2,e2e/Home.spec.ts;e2e/Starred.spec.ts;e2e/Watchlater.spec.ts,race condition,describe(;test(,async
https://api.github.com/repos/digital-land/submit,https://github.com/digital-land/submit/pull/340,test/unit/organisationsController.test.js,race condition,describe(;it(,async
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/64776,test/e2e/specs/site-editor/new-templates-list.spec.js,flaky test,describe(;test(,promise;async
https://api.github.com/repos/holepunchto/bare-http1,https://github.com/holepunchto/bare-http1/pull/17,test.js,race condition,test(,promise;async
https://api.github.com/repos/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon/pull/17258,packages/react/src/components/TileGroup/__tests__/TileGroup-test.js,race condition,describe(;it(,async
https://api.github.com/repos/neo4j/neo4j-javascript-driver,https://github.com/neo4j/neo4j-javascript-driver/pull/1216,packages/core/test/internal/pool/pool.test.ts,race condition,describe(;it(,promise;async
https://api.github.com/repos/Accenture/sfmc-devtools,https://github.com/Accenture/sfmc-devtools/pull/1635,test/general.test.js;test/type.journey.test.js,race condition,describe(;it(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/26747,test/e2e/tests/metrics/errors.spec.js;test/e2e/tests/settings/ipfs-ens-resolution.spec.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/Accenture/sfmc-devtools,https://github.com/Accenture/sfmc-devtools/pull/1629,test/general.test.js;test/type.journey.test.js,race condition,describe(;it(,async
https://api.github.com/repos/okta/okta-signin-widget,https://github.com/okta/okta-signin-widget/pull/3714,test/testcafe/spec-en-leaks/EnglishLeaks_spec.js;test/testcafe/spec/ChallengeAuthenticatorEmail_spec.js;test/testcafe/spec/ChallengeOktaVerifyFastPassView_spec.js;test/testcafe/spec/DeviceChallengePollView_spec.js;test/testcafe/spec/EnrollAuthenticatorWebAuthn_spec.js;test/testcafe/spec/LaunchOVWithRememberMe_spec.js,flaky test,it(;test(,async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/27067,test/e2e/tests/account/metamask-responsive-ui.spec.js,flaky test,describe(;it(;test(,async
https://api.github.com/repos/TryGhost/Ghost,https://github.com/TryGhost/Ghost/pull/20964,ghost/core/test/e2e-frontend/members.test.js;ghost/core/test/e2e-server/click-tracking.test.js;ghost/core/test/integration/services/last-seen-at-updater.test.js;ghost/members-events-service/test/last-seen-at-cache.test.js;ghost/members-events-service/test/last-seen-at-updater.test.js,race condition,describe(;it(,async
https://api.github.com/repos/EOX-A/EOxElements,https://github.com/EOX-A/EOxElements/pull/1242,elements/map/test/viewProjection.cy.ts,flaky test,describe(;it(,promise
https://api.github.com/repos/openedx/frontend-app-authoring,https://github.com/openedx/frontend-app-authoring/pull/1263,src/library-authoring/LibraryAuthoringPage.test.tsx;src/library-authoring/component-info/ComponentInfoHeader.test.tsx;src/library-authoring/data/api.test.ts;src/taxonomy/taxonomy-menu/TaxonomyMenu.test.tsx,flaky test,describe(;it(,async
https://api.github.com/repos/Kong/insomnia,https://github.com/Kong/insomnia/pull/7928,packages/insomnia-smoke-test/tests/smoke/dashboard-interactions.test.ts,race condition,describe(;test(,async
https://api.github.com/repos/ably/ably-js,https://github.com/ably/ably-js/pull/1855,test/realtime/transports.test.js,race condition,describe(;it(,promise;async
https://api.github.com/repos/adyen-examples/adyen-testing-suite,https://github.com/adyen-examples/adyen-testing-suite/pull/92,tests/giving/card-and-donation.spec.js,flaky test,test(,async
https://api.github.com/repos/Helioviewer-Project/helioviewer.org,https://github.com/Helioviewer-Project/helioviewer.org/pull/612,tests/desktop/multi/tiles.spec.ts;tests/desktop/normal/hello_helioviewer.spec.ts,flaky test,test(,async
https://api.github.com/repos/JeremyLoh/task-tracker,https://github.com/JeremyLoh/task-tracker/pull/3,tests/addCommand.test.js;tests/listCommand.test.js;tests/markDoneCommand.test.js;tests/markInProgressCommand.test.js,flaky test,describe(;it(,async
https://api.github.com/repos/JeremyLoh/task-tracker,https://github.com/JeremyLoh/task-tracker/pull/2,tests/addCommand.test.js;tests/listCommand.test.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/Helioviewer-Project/helioviewer.org,https://github.com/Helioviewer-Project/helioviewer.org/pull/610,tests/desktop/normal/hello_helioviewer.spec.ts;tests/desktop/normal/movie/form_controls.spec.ts;tests/desktop/normal/regression/image_preset_spoil_state_integers.spec.ts,flaky test,test(,async
https://api.github.com/repos/tomason182/hostel_api,https://github.com/tomason182/hostel_api/pull/10,__TEST__/app.test.js,race condition,describe(;test(,async
https://api.github.com/repos/tomason182/hostel_api,https://github.com/tomason182/hostel_api/pull/11,__TEST__/app.test.js,race condition,describe(;test(,async
https://api.github.com/repos/gavinvaske/evolved_label_intelligence,https://github.com/gavinvaske/evolved_label_intelligence/pull/371,test/models/customer.spec.js;test/models/material.spec.js;test/models/user.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon/pull/17427,e2e/components/Menu/Menu-test.avt.e2e.js;packages/react/src/components/Slider/Slider-test.js,flaky test,describe(;test(,async
https://api.github.com/repos/gavinvaske/evolved_label_intelligence,https://github.com/gavinvaske/evolved_label_intelligence/pull/369,test/models/material.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/hmcts/rpx-xui-webapp,https://github.com/hmcts/rpx-xui-webapp/pull/3910,api/specificAccessOrchastrator/index.spec.ts;src/app/services/ccd-config/ccd-case.config.spec.ts;test_codecept/ngIntegration/tests/stepDefinitions/mockCase.steps.js,race condition,describe(;it(,promise;async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/70368,test/development/app-dir/server-components-hmr-cache/server-components-hmr-cache.test.ts,race condition,describe(;it(,async
https://api.github.com/repos/oxen-io/eth-sn-contracts,https://github.com/oxen-io/eth-sn-contracts/pull/86,test/unit-js/ServiceNodeContributionTest.js,race condition,describe(;it(,async
https://api.github.com/repos/Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk/pull/10140,packages/orchestration/test/fixtures/zoe-tools.flows.js,race condition,it(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/27352,test/e2e/tests/request-queuing/dapp1-switch-dapp2-send.spec.js,race condition;flaky test,describe(;it(,async
https://api.github.com/repos/CoherentLabs/GameUIComponents,https://github.com/CoherentLabs/GameUIComponents/pull/461,tools/tests/interaction-manager/zoom/test.js,flaky test,describe(;it(,async
https://api.github.com/repos/getodk/central-backend,https://github.com/getodk/central-backend/pull/1197,test/e2e/s3/test.js,race condition,describe(;it(,promise;async
https://api.github.com/repos/newrelic/node-newrelic,https://github.com/newrelic/node-newrelic/pull/2610,test/unit/serverless/api-gateway-v2.test.js;test/unit/serverless/aws-lambda.test.js;test/unit/shim/message-shim.test.js;test/unit/shim/shim.test.js;test/versioned/express/app-use.test.js;test/versioned/express/bare-router.test.js;test/versioned/express/errors.test.js;test/versioned/express/express-enrouten.test.js;test/versioned/express/ignoring.test.js;test/versioned/express/issue171.test.js;test/versioned/express/render.test.js;test/versioned/express/route-iteration.test.js;test/versioned/express/route-param.test.js;test/versioned/express/router-params.test.js;test/versioned/express/transaction-naming.test.js,flaky test,it(;test(,async
https://api.github.com/repos/department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website/pull/32232,src/applications/gi/tests/components/profile/InstitutionProfile.unit.spec.jsx;src/platform/forms/tests/forms.unit.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/DMGT-TECH/the-usher-server,https://github.com/DMGT-TECH/the-usher-server/pull/126,database/test/db-admin-permissions.test.js;server/test/endpoint_admin_personas_roles.test.js;server/test/endpoint_clients.test.js;server/test/endpoint_roles.test.js,race condition,describe(;it(,async
https://api.github.com/repos/department-of-veterans-affairs/react-jsonschema-form,https://github.com/department-of-veterans-affairs/react-jsonschema-form/pull/27,test/ArrayField_test.js,flaky test,describe(;it(,promise
https://api.github.com/repos/bpmn-io/bpmn-to-image,https://github.com/bpmn-io/bpmn-to-image/pull/47,test/cli-spec.js;test/index-spec.js,race condition;event race,describe(;it(,async
https://api.github.com/repos/google/site-kit-wp,https://github.com/google/site-kit-wp/pull/9476,assets/js/components/Header.test.js;assets/js/modules/analytics-4/components/audience-segmentation/dashboard/AudienceSegmentationSetupCTAWidget.test.js;assets/js/modules/analytics-4/components/audience-segmentation/dashboard/AudienceTilesWidget/index.test.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/adobe/franklin-sidekick-library,https://github.com/adobe/franklin-sidekick-library/pull/117,test/components/block-renderer/block-renderer.test.js,flaky test,describe(;it(,async
https://api.github.com/repos/LedgerHQ/ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7999,apps/ledger-live-desktop/tests/specs/services/ethereumStaking.spec.ts,flaky test,test(,promise;async
https://api.github.com/repos/MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/27599,test/e2e/tests/dapp-interactions/block-explorer.spec.js,flaky test,describe(;it(,async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/71260,test/development/acceptance/hydration-error.test.ts,flaky test,describe(;it(,async
https://api.github.com/repos/DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4788,docs/test.ts;integration-tests/automatic-log-submission.spec.js;integration-tests/debugger/index.spec.js;integration-tests/selenium/selenium.spec.js,flaky test,it(,promise
https://api.github.com/repos/DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js/pull/4787,docs/test.ts;integration-tests/automatic-log-submission.spec.js;integration-tests/debugger/index.spec.js;integration-tests/selenium/selenium.spec.js,flaky test,it(,promise
https://api.github.com/repos/bpmn-io/dmn-js,https://github.com/bpmn-io/dmn-js/pull/910,packages/dmn-js-drd/test/spec/features/definition-properties/DefinitionPropertiesSpec.js;packages/dmn-js-literal-expression/test/spec/features/textarea/TextareaEditorSpec.js,flaky test,describe(;it(,async
https://api.github.com/repos/ldbv-by/bav4,https://github.com/ldbv-by/bav4/pull/2621,test/modules/timeTravel/components/TimeTravelSlider.test.js,flaky test,describe(;it(,async
https://api.github.com/repos/tdeekens/flopflip,https://github.com/tdeekens/flopflip/pull/1957,packages/react/src/hooks/use-adapter-subscription/use-adapter-subscription.spec.js,race condition,describe(;it(,promise;async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/71741,test/e2e/app-dir/actions/app-action.test.ts,race condition,describe(;it(,promise;async
https://api.github.com/repos/FlowFuse/flowfuse,https://github.com/FlowFuse/flowfuse/pull/4686,test/unit/forge/db/models/Device_spec.js;test/unit/forge/ee/routes/api/pipeline_spec.js;test/unit/forge/routes/api/device_spec.js,flaky test,describe(;it(,promise;async
https://api.github.com/repos/reportportal/agent-js-jest,https://github.com/reportportal/agent-js-jest/pull/148,__tests__/index.spec.js,race condition,describe(;test(,async
https://api.github.com/repos/WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/66212,test/e2e/specs/site-editor/zoom-out.spec.js,flaky test,describe(;test(,async
https://api.github.com/repos/1024pix/pix,https://github.com/1024pix/pix/pull/10380,mon-pix/tests/acceptance/resume-campaigns-with-type-assessment-test.js;mon-pix/tests/acceptance/skill-review-test.js;mon-pix/tests/unit/routes/assessments/resume-test.js;mon-pix/tests/unit/routes/campaigns/assessment/skill-review-test.js;mon-pix/tests/unit/routes/campaigns/entry-point-test.js;mon-pix/tests/unit/routes/campaigns/results-loader-test.js,race condition,it(;test(,async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/71967,test/development/acceptance-app/undefined-default-export.test.ts,flaky test,describe(;it(,async
https://api.github.com/repos/CesiumGS/cesium,https://github.com/CesiumGS/cesium/pull/12267,packages/engine/Specs/Scene/Cesium3DTilesetSpec.js,race condition,describe(;it(,promise;async
https://api.github.com/repos/HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP/pull/2441,src/scopes/grants/index.test.js,race condition,describe(;it(,promise;async
https://api.github.com/repos/vercel/next.js,https://github.com/vercel/next.js/pull/72345,test/development/app-hmr/hmr.test.ts,race condition,describe(;it(,async
https://api.github.com/repos/ghostery/ghostery-extension,https://github.com/ghostery/ghostery-extension/pull/2033,tests/e2e/spec/main.spec.js,race condition,describe(;it(,async
